date,total_seedless_lb,mx_seedless_lb,colombia_seedless_lb,peru_seedless_lb,truck_seedless_lb,boat_seedless_lb,organic_seedless_lb,pharr_seedless_lb
2020-07-01,3593505,3593505,0,0,3593505,0,0,2834429
2020-07-02,4983351,4983351,0,0,4983351,0,0,4231488
2020-07-03,4917419,4917419,0,0,4917419,0,0,4650573
2020-07-04,2771826,2771826,0,0,2771826,0,0,2144234
2020-07-05,2572090,2572090,0,0,2572090,0,0,2298947
2020-07-06,6611981,6611981,0,0,6611981,0,0,5415501
2020-07-07,3448854,3448854,0,0,3448854,0,0,2945180
2020-07-08,1593727,1593727,0,0,1593727,0,0,575364
2020-07-09,1607373,1607373,0,0,1607373,0,0,384716
2020-07-10,6652284,6652284,0,0,6652284,0,0,4625988
2020-07-11,4763749,4763749,0,0,4763749,0,0,4192927
2020-07-12,381968,381968,0,0,381968,0,0,52272
2020-07-13,4817913,4817913,0,0,4817913,0,0,4072233
2020-07-14,2299125,2299125,0,0,2299125,0,0,1801776
2020-07-15,1870356,1870356,0,0,1870356,0,0,1695408
2020-07-16,4464636,4464636,0,0,4464636,0,0,3670612
2020-07-17,4773287,4773287,0,0,4773287,0,0,3948560
2020-07-18,3759192,3759192,0,0,3759192,0,0,2988207
2020-07-19,226417,226417,0,0,226417,0,0,0
2020-07-20,5065942,5065942,0,0,5065942,0,0,4088848
2020-07-21,1369733,1369733,0,0,1369733,0,0,887119
2020-07-22,2583408,2583408,0,0,2583408,0,0,1933210
2020-07-23,4740411,4740411,0,0,4740411,0,0,4007945
2020-07-24,7310181,7310181,0,0,7310181,0,0,6247557
2020-07-25,739179,739179,0,0,739179,0,0,165264
2020-07-26,2397116,2397116,0,0,2397116,0,0,1882507
2020-07-27,4850508,4850508,0,0,4850508,0,0,3666465
2020-07-28,2758137,2758137,0,0,2758137,0,0,1987865
2020-07-29,2641103,2641103,0,0,2641103,0,0,2123145
2020-07-30,4607403,4607403,0,0,4607403,0,0,3954770
2020-07-31,6826890,6826890,0,0,6826890,0,0,5880001
2020-08-01,3108257,3108257,0,0,3108257,0,0,2340145
2020-08-02,2885555,2885555,0,0,2885555,0,0,2496991
2020-08-03,7611374,7611374,0,0,7611374,0,0,6537248
2020-08-04,2179916,2179916,0,0,2179916,0,0,1945324
2020-08-05,2907133,2907133,0,0,2907133,0,0,2203027
2020-08-06,6135934,6135934,0,0,6135934,0,0,5595861
2020-08-07,5828308,5828308,0,0,5828308,0,0,4859512
2020-08-08,4232690,4232690,0,0,4232690,0,0,3729000
2020-08-09,2337425,2337425,0,0,2337425,0,0,1816291
2020-08-10,3877089,3877089,0,0,3877089,0,0,2691674
2020-08-11,1651813,1651813,0,0,1651813,0,0,1390361
2020-08-12,2147440,2147440,0,0,2147440,0,0,1558696
2020-08-13,4492143,4492143,0,0,4492143,0,0,3749655
2020-08-14,6753061,6753061,0,0,6753061,0,0,5688859
2020-08-15,2668411,2668411,0,0,2668411,0,0,2355399
2020-08-16,2994508,2994508,0,0,2994508,0,0,2927085
2020-08-17,7704332,7704332,0,0,7704332,0,0,6210387
2020-08-18,2832434,2832434,0,0,2832434,0,0,2243298
2020-08-19,3252902,3252902,0,0,3252902,0,0,2962071
2020-08-20,5334102,5334102,0,0,5334102,0,0,4638170
2020-08-21,6229236,6229236,0,0,6229236,0,0,5037070
2020-08-22,1591619,1591619,0,0,1591619,0,0,798248
2020-08-23,2832462,2832462,0,0,2832462,0,0,2580129
2020-08-24,6347442,6347442,0,0,6347442,0,0,4931923
2020-08-25,1979613,1979613,0,0,1979613,0,0,1448637
2020-08-26,1991485,1991485,0,0,1991485,0,0,1435889
2020-08-27,2202206,2202206,0,0,2202206,0,0,1728709
2020-08-28,4231893,4231893,0,0,4231893,0,0,3779850
2020-08-29,4247670,4247670,0,0,4247670,0,0,3498931
2020-08-30,448360,448360,0,0,448360,0,0,172555
2020-08-31,4416366,4416366,0,0,4416366,0,0,3279505
2020-09-01,2345990,2345990,0,0,2345990,0,0,1654549
2020-09-02,2604553,2604553,0,0,2604553,0,0,2030580
2020-09-03,4672755,4672755,0,0,4672755,0,0,4113301
2020-09-04,5973372,5973372,0,0,5973372,0,0,4814104
2020-09-05,4071193,4071193,0,0,4071193,0,0,3611965
2020-09-06,1018538,1018538,0,0,1018538,0,0,370733
2020-09-07,3819644,3819644,0,0,3819644,0,0,2827984
2020-09-08,1722330,1722330,0,0,1722330,0,0,1217478
2020-09-09,2507347,2507347,0,0,2507347,0,0,1539538
2020-09-10,3313513,3313513,0,0,3313513,0,0,2865300
2020-09-11,4734677,4734677,0,0,4734677,0,0,3586198
2020-09-12,5868472,5868472,0,0,5868472,0,0,5232474
2020-09-13,3278841,3278841,0,0,3278841,0,0,2794460
2020-09-14,5722925,5722925,0,0,5722925,0,0,4387310
2020-09-15,2383509,2383509,0,0,2383509,0,0,1577814
2020-09-16,2406158,2406158,0,0,2406158,0,0,2125062
2020-09-17,4637116,4637116,0,0,4637116,0,0,3479087
2020-09-18,6064344,6064344,0,0,6064344,0,0,5023139
2020-09-19,4005711,4005711,0,0,4005711,0,0,3424621
2020-09-20,2549567,2549567,0,0,2549567,0,0,2398374
2020-09-21,6632605,6632605,0,0,6632605,0,0,5539873
2020-09-22,2439061,2439061,0,0,2439061,0,0,1947772
2020-09-23,3633515,3633515,0,0,3633515,0,0,3179514
2020-09-24,4244136,4244136,0,0,4244136,0,0,3401347
2020-09-25,7294016,7294016,0,0,7294016,0,0,6226081
2020-09-26,3844668,3844668,0,0,3844668,0,0,3325111
2020-09-27,2554867,2554867,0,0,2554867,0,0,2311419
2020-09-28,5431011,5431011,0,0,5431011,0,0,4486918
2020-09-29,1755103,1755103,0,0,1755103,0,0,1430995
2020-09-30,1867745,1867745,0,0,1867745,0,0,1367854
2020-10-01,3099446,3099446,0,0,3099446,0,0,2420033
2020-10-02,4002022,4002022,0,0,4002022,0,0,3252223
2020-10-03,1511396,1511396,0,0,1511396,0,0,970258
2020-10-04,4692393,4692393,0,0,4692393,0,0,4313654
2020-10-05,4325812,4325812,0,0,4325812,0,0,3153412
2020-10-06,2554541,2554541,0,0,2554541,0,0,1957923
2020-10-07,3172086,3172086,0,0,3172086,0,0,2395393
2020-10-08,6738168,6738168,0,0,6738168,0,0,6179557
2020-10-09,3456055,3456055,0,0,3456055,0,0,2679393
2020-10-10,2787422,2787422,0,0,2787422,0,0,2185445
2020-10-11,1263588,1263588,0,0,1263588,0,0,847990
2020-10-12,5088898,5088898,0,0,5088898,0,0,3790646
2020-10-13,2474464,2474464,0,0,2474464,0,0,1530910
2020-10-14,2343203,2343203,0,0,2343203,0,0,1763927
2020-10-15,3920726,3920726,0,0,3920726,0,0,3390387
2020-10-16,5151458,5151458,0,0,5151458,0,0,4138926
2020-10-17,4243572,4243572,0,0,4243572,0,0,3761621
2020-10-18,1405088,1405088,0,0,1405088,0,0,1065896
2020-10-19,4243935,4243935,0,0,4243935,0,0,3457450
2020-10-20,1498975,1498975,0,0,1498975,0,0,636530
2020-10-21,2179492,2179492,0,0,2179492,0,0,1454735
2020-10-22,4541196,4541196,0,0,4541196,0,0,3515719
2020-10-23,5674636,5674636,0,0,5674636,0,0,4456450
2020-10-24,3680948,3680948,0,0,3680948,0,0,3442609
2020-10-25,2558270,2558270,0,0,2558270,0,0,1867433
2020-10-26,5240297,5240297,0,0,5240297,0,0,3895692
2020-10-27,1720865,1720865,0,0,1720865,0,0,1328892
2020-10-28,1842651,1842651,0,0,1842651,0,0,1362031
2020-10-29,2611070,2611070,0,0,2611070,0,0,2160452
2020-10-30,5362438,5362438,0,0,5362438,0,0,4337872
2020-10-31,3150445,3150445,0,0,3150445,0,0,2673543
2020-11-01,2277217,2277217,0,0,2277217,0,0,1842084
2020-11-02,3354591,3354591,0,0,3354591,0,0,2288106
2020-11-03,1163259,1163259,0,0,1163259,0,0,563077
2020-11-04,812497,812497,0,0,812497,0,0,446765
2020-11-05,1729943,1729943,0,0,1729943,0,0,1179798
2020-11-06,4165452,4165452,0,0,4165452,0,0,3289192
2020-11-07,2448149,2448149,0,0,2448149,0,0,2247434
2020-11-08,2335118,2335118,0,0,2335118,0,0,2077445
2020-11-09,4410591,4410591,0,0,4410591,0,0,3179416
2020-11-10,1470282,1470282,0,0,1470282,0,0,1163780
2020-11-11,2027760,2027760,0,0,2027760,0,0,1592109
2020-11-12,5012819,5012819,0,0,5012819,0,0,4046240
2020-11-13,7495530,7495530,0,0,7495530,0,0,5977037
2020-11-14,4791268,4791268,0,0,4791268,0,0,4100310
2020-11-15,3887564,3887564,0,0,3887564,0,0,3548507
2020-11-16,6322320,6322320,0,0,6322320,0,0,4943704
2020-11-17,2414532,2414532,0,0,2414532,0,0,1965402
2020-11-18,2656156,2656156,0,0,2656156,0,0,2115131
2020-11-19,3307573,3307573,0,0,3307573,0,0,2701594
2020-11-20,4926313,4926313,0,0,4926313,0,0,4003967
2020-11-21,3624868,3624868,0,0,3624868,0,0,3033288
2020-11-22,2333185,2333185,0,0,2333185,0,0,1682106
2020-11-23,4455440,4455440,0,0,4455440,0,0,3705411
2020-11-24,2367430,2367430,0,0,2367430,0,0,1813518
2020-11-25,1998244,1998244,0,0,1998244,0,0,1447917
2020-11-26,2215484,2215484,0,0,2215484,0,0,1973761
2020-11-27,5570205,5570205,0,0,5570205,0,0,4327810
2020-11-28,3978236,3978236,0,0,3978236,0,0,3463788
2020-11-29,2400083,2400083,0,0,2400083,0,0,1938024
2020-11-30,4053811,4053811,0,0,4053811,0,0,3025381
2020-12-01,1254703,1254703,0,0,1254703,0,0,1125541
2020-12-02,1174941,1174941,0,0,1174941,0,0,888393
2020-12-03,2967122,2967122,0,0,2967122,0,0,2431170
2020-12-04,4394818,4394818,0,0,4394818,0,0,3444507
2020-12-05,2986158,2986158,0,0,2986158,0,0,2432046
2020-12-06,2700756,2700756,0,0,2700756,0,0,2259025
2020-12-07,5198258,5198258,0,0,5198258,0,0,4066595
2020-12-08,965463,965463,0,0,965463,0,0,825290
2020-12-09,2624702,2624702,0,0,2624702,0,0,1941047
2020-12-10,3642217,3642217,0,0,3642217,0,0,3001042
2020-12-11,3997243,3997243,0,0,3997243,0,0,3030539
2020-12-12,4381016,4381016,0,0,4381016,0,0,3931140
2020-12-13,621331,621331,0,0,621331,0,0,234729
2020-12-14,3920849,3920849,0,0,3920849,0,0,2954072
2020-12-15,1358520,1358520,0,0,1358520,0,0,901280
2020-12-16,2338210,2338210,0,0,2338210,0,0,1719821
2020-12-17,4757397,4757397,0,0,4757397,0,0,4245103
2020-12-18,5024214,5024214,0,0,5024214,0,0,4121438
2020-12-19,2740878,2740878,0,0,2740878,0,0,2499942
2020-12-20,2494096,2494096,0,0,2494096,0,0,2102234
2020-12-21,3208579,3208579,0,0,3208579,0,0,2112765
2020-12-22,2932174,2932174,0,0,2932174,0,0,2136189
2020-12-23,3297092,3297092,0,0,3297092,0,0,2825035
2020-12-24,3336188,3336188,0,0,3336188,0,0,2856350
2020-12-26,5528996,5528996,0,0,5528996,0,0,4458153
2020-12-27,2742704,2742704,0,0,2742704,0,0,2333450
2020-12-28,4264001,4264001,0,0,4264001,0,0,3110006
2020-12-29,2498153,2498153,0,0,2498153,0,0,1730236
2020-12-30,3187778,3187778,0,0,3187778,0,0,2724517
2020-12-31,3652668,3652668,0,0,3652668,0,0,3232721
2021-01-02,789731,789731,0,0,789731,0,0,79147
2021-01-04,6950719,6896819,53900,0,6467267,483452,0,5644850
2021-01-05,5573986,5476156,53900,0,4632971,941015,0,2857008
2021-01-06,6863018,6863018,0,0,6820250,42768,0,5814233
2021-01-07,6973373,6769662,203711,0,6042742,930631,0,4590656
2021-01-08,6063137,5960601,100142,0,5306466,756671,0,3493026
2021-01-09,46200,46200,0,0,46200,0,0,0
2021-01-11,3900096,3795130,0,104544,3584150,315946,0,2594203
2021-01-12,3324970,3222602,49280,0,3166720,158250,0,2293639
2021-01-13,7519081,7431330,0,87751,7293280,225801,0,6137910
2021-01-14,5749822,5391202,352486,0,5131749,618073,0,4407944
2021-01-15,2759418,2660669,98749,0,2429383,330035,0,1068023
2021-01-18,103950,103950,0,0,103950,0,0,0
2021-01-19,3231224,3181944,49280,0,3181944,49280,0,2044000
2021-01-20,4962833,4909745,0,0,4402170,560663,0,3482277
2021-01-21,8848496,8796822,49280,0,8227240,621256,0,6591600
2021-01-22,5904205,5857081,47124,0,5468898,435307,0,3826484
2021-01-25,3938391,3790907,147484,0,3538919,399472,0,3097109
2021-01-26,4419640,4124545,251535,0,3616039,803601,0,2125198
2021-01-27,10006930,9956756,0,0,9408516,598414,0,7962108
2021-01-28,10251481,10213993,33352,0,10118458,133023,0,9100949
2021-01-29,9620240,9620240,0,0,9335003,285237,0,7875237
2021-01-30,53130,53130,0,0,53130,0,0,0
2021-02-01,3575387,3481458,50369,0,3387166,188221,0,2502786
2021-02-02,3652528,3305597,346931,0,3021337,631191,0,2098193
2021-02-03,9010849,8949738,54736,0,8895838,115011,0,7643317
2021-02-04,5342023,5288158,49280,0,4574630,767393,0,3672726
2021-02-05,2188828,2136468,52360,0,1946540,242288,0,1241770
2021-02-06,130913,130913,0,0,130913,0,0,91907
2021-02-08,2700153,2473700,147924,0,2473700,226453,0,1909325
2021-02-09,3643317,3394677,246246,0,3005273,638044,0,1915305
2021-02-10,10605670,10555391,49104,0,10159998,445672,0,8595818
2021-02-11,7506353,7326611,141990,0,6804481,701872,0,5803679
2021-02-12,3527276,3426973,98613,0,3294223,233053,0,1898178
2021-02-16,2701027,2557398,99649,0,2417320,283707,0,1617409
2021-02-17,4122545,4070801,51744,0,3974353,148192,0,3287605
2021-02-18,8284771,7456801,149422,0,7456801,827970,0,6615446
2021-02-19,4661824,4616662,0,42768,4469863,191961,0,3307572
2021-02-20,1330285,1330285,0,0,1330285,0,0,922537
2021-02-22,2682447,2374579,256252,44035,2242909,439538,0,1561419
2021-02-23,3013157,2963877,49280,0,2514853,498304,0,1968538
2021-02-24,3546932,3396892,150040,0,3175440,371492,0,2217466
2021-02-25,12654697,12449525,151705,0,12018835,635862,0,10243596
2021-02-26,7660722,7553905,98945,0,7334237,326485,0,6169007
2021-02-27,50820,50820,0,0,50820,0,0,0
2021-03-01,2724489,2562811,100142,29304,2482027,242462,0,1271789
2021-03-02,2879235,2328258,495537,55440,2328258,550977,0,1528637
2021-03-03,9610759,9505731,105028,0,9450291,160468,0,8130397
2021-03-04,5477391,5287923,142450,0,4848491,628900,0,4122329
2021-03-05,3185637,3133277,52360,0,3037445,148192,0,2494001
2021-03-08,3208412,2926251,180226,0,2411581,796831,0,1439951
2021-03-09,3744429,3511572,200200,29304,3299932,444497,0,2466169
2021-03-10,6282462,6233959,48503,0,6137482,144980,0,4702485
2021-03-11,5448637,5284481,161762,0,5068729,379908,0,4429128
2021-03-12,3270197,3016393,158622,44035,2882281,387916,0,1928755
2021-03-15,2046522,1606526,345763,0,1421790,624732,0,793177
2021-03-16,3593711,3257903,250413,55440,2899921,693790,0,2173919
2021-03-17,10139952,10036992,102960,0,9980936,159016,0,8375640
2021-03-18,6379971,6021459,350372,0,5767603,612368,0,4013616
2021-03-19,4416260,4416260,0,0,4416260,0,0,3365188
2021-03-20,53130,53130,0,0,53130,0,0,0
2021-03-22,2490079,2302032,98382,0,2222198,267881,0,1507834
2021-03-23,2495677,1869273,597100,29304,1826505,669172,0,1472537
2021-03-24,9812171,9763283,48888,0,9535616,276555,0,8280661
2021-03-25,5614305,5513351,98560,0,5313281,301024,0,3976350
2021-03-26,4210290,4060083,148003,0,4012182,198108,0,2963816
2021-03-27,95172,95172,0,0,95172,0,0,0
2021-03-29,2252068,2121643,122285,0,1905887,346181,0,1497426
2021-03-30,2301142,2107102,147840,0,2107102,194040,0,1641741
2021-03-31,6262972,5768976,200996,293000,5768976,493996,0,5078955
2021-04-01,10107733,9659075,281810,0,9449459,658274,0,7697474
2021-04-02,2375372,2275395,99977,0,2112139,263233,0,1272092
2021-04-05,2548599,2402697,97062,48840,2194513,354086,0,1370235
2021-04-06,3386954,2932381,348533,0,2932381,454573,0,1740061
2021-04-07,7791486,7641846,94042,55598,7641846,149640,0,6821139
2021-04-08,7623237,7319615,303622,0,6966355,656882,0,5345369
2021-04-09,2828952,2575082,249586,0,2519211,309741,0,1627739
2021-04-12,2813961,2728060,85901,0,2356851,457110,0,1584002
2021-04-13,2976647,2648446,267824,0,2648446,328201,0,1896215
2021-04-14,6222112,6121033,44352,55440,5960594,261518,0,4886971
2021-04-15,5301828,5106468,195360,0,5009778,292050,0,3995601
2021-04-16,2761402,2598197,149154,0,2409406,351996,0,1324217
2021-04-19,3151859,2925507,148300,0,2744519,407340,0,1870927
2021-04-20,4105145,3645367,394548,52470,3339179,765966,0,2135410
2021-04-21,10073021,9939994,133027,0,9840204,232817,0,8562804
2021-04-22,7325931,7073547,252384,0,7029380,296551,0,5750479
2021-04-23,3381389,3338727,42636,0,3144586,236803,0,1839966
2021-04-24,327252,327252,0,0,327252,0,0,274122
2021-04-26,2619150,2563824,50435,0,2509924,109226,0,1612743
2021-04-27,3088399,2847371,192940,0,2771332,317067,0,2025985
2021-04-28,8348575,8172727,98470,55598,7883638,464937,0,6450034
2021-04-29,6914804,6721538,143986,0,6665656,249148,0,5688417
2021-04-30,3717493,3528227,140426,48840,3518802,198691,0,2226650
2021-05-03,2111809,2060716,51093,0,1769533,342276,0,1197845
2021-05-04,3156080,2553878,583502,0,2448289,707791,0,1777414
2021-05-05,11773948,11578302,98969,0,11338348,435600,0,10020466
2021-05-06,7226800,7127879,98921,0,6867175,359625,0,5349762
2021-05-07,3518098,3419223,98875,0,3419223,98875,0,2596224
2021-05-08,43956,43956,0,0,43956,0,0,0
2021-05-10,3385415,3284602,49280,48840,3232913,152502,0,1829006
2021-05-11,4268895,3349734,880661,0,3004451,1264444,0,2032750
2021-05-12,10844182,10844182,0,0,10656339,187843,0,9423150
2021-05-13,5904932,5800777,86361,0,5553880,351052,0,4480165
2021-05-14,2874440,2629468,244972,0,2469483,404957,0,1510590
2021-05-17,2475060,2325174,149347,0,2179798,295262,0,1598400
2021-05-18,4287876,3796574,444444,0,3701501,586375,0,2201418
2021-05-19,9281167,9183054,98113,0,9086857,194310,0,7488941
2021-05-20,6024334,5978350,45984,0,5743049,281285,0,4615668
2021-05-21,3464486,3365856,98630,0,3328157,136329,0,2313525
2021-05-24,2049197,1861519,0,42016,1615020,434177,0,991308
2021-05-25,3128056,2936172,145684,0,2842555,285501,0,1346132
2021-05-26,11955008,11845448,0,60280,11790119,164889,0,10057640
2021-05-27,6256731,6205200,47782,0,5898934,357797,0,4738660
2021-05-28,5132509,5132480,0,0,5082980,49529,0,3471522
2021-05-30,57468,57468,0,0,57468,0,0,0
2021-05-31,53130,53130,0,0,53130,0,0,0
2021-06-01,4180071,3943342,101464,0,3899089,280982,0,3113506
2021-06-02,5692159,5494439,148854,48840,5352019,340140,0,4063699
2021-06-03,7215870,7054091,98208,55440,7000191,215679,0,5636421
2021-06-04,7022061,6865837,156224,0,6710906,311155,0,5272105
2021-06-05,1529814,1529814,0,0,1529814,0,0,1138328
2021-06-07,3390510,3083081,299370,0,2992870,397640,0,1701488
2021-06-08,4420416,4019228,339878,0,3881816,538600,0,2809522
2021-06-09,7242995,7193715,49280,0,6928504,314491,0,6013810
2021-06-10,10044939,9946731,98208,0,9665818,379121,0,7759034
2021-06-11,9488405,9418157,0,55440,9297080,191325,0,6877544
2021-06-12,145094,145094,0,0,145094,0,0,0
2021-06-14,3797341,3582601,198460,0,3491719,305622,0,2628811
2021-06-15,4528610,4039143,443267,0,3929361,599249,0,2767837
2021-06-16,13664385,13664385,0,0,13460269,204116,0,11788487
2021-06-17,8080514,7626686,396781,0,7499235,581279,0,6429387
2021-06-20,4912131,4802877,105633,0,4526221,385910,0,3042859
2021-06-21,4182424,4028217,106317,0,3682586,499838,0,2771356
2021-06-22,3865077,3717237,147840,0,3609437,255640,0,3002494
2021-06-23,12467647,12372152,50897,0,11860375,607272,0,10120921
2021-06-24,7846711,7594983,245520,0,7374321,472390,0,5176200
2021-06-25,4591591,4494987,96096,0,4200704,390887,0,3311925
2021-06-28,1994374,1786390,47782,0,1732490,261884,0,1103851
2021-06-29,3291595,3198271,47124,0,2964677,326918,0,1617618
2021-06-30,8585530,8533170,52360,0,8196087,389443,0,6452843
2021-07-01,11608474,11369818,238656,0,10959404,649070,0,9797125
2021-07-02,5095532,5043735,47782,0,4882035,213497,0,3084212
2021-07-03,204288,204288,0,0,204288,0,0,0
2021-07-05,4481,4481,0,0,4481,0,0,0
2021-07-06,3439965,2817087,543136,0,2659785,780180,0,1562459
2021-07-07,6797066,6696070,47782,0,6205126,591940,0,4821723
2021-07-08,11386034,11236253,149301,0,11074553,311481,0,8630271
2021-07-09,8150999,8150192,0,0,7938640,212359,0,6346647
2021-07-12,4325956,4216422,104588,0,4027071,298885,0,2768609
2021-07-13,3280444,3177449,47124,0,3085082,195362,0,1815100
2021-07-14,8228496,7942126,249938,36432,7357466,871030,0,6338290
2021-07-15,14125144,14018739,104011,0,13597587,527557,0,11239010
2021-07-16,9293857,9240032,52360,0,9240032,53825,0,7169604
2021-07-19,3568101,3322365,150656,0,3110853,457248,0,2387580
2021-07-20,3764292,3466378,295520,0,3273121,491171,0,1971761
2021-07-21,12280770,12280770,0,0,11808502,472268,0,8912409
2021-07-22,9564161,9368396,195765,0,9004943,559218,0,6829404
2021-07-23,4493265,4490183,0,0,4136064,357201,0,2436616
2021-07-24,67329,67329,0,0,67329,0,0,23373
2021-07-26,2185669,2089997,47782,0,2075781,109888,0,1582088
2021-07-27,4574698,4261948,288860,0,3969949,604749,0,2498059
2021-07-28,8981564,8932284,49280,0,8446470,535094,0,6330356
2021-07-29,8010909,7814493,196416,0,7612721,398188,0,6457757
2021-07-30,3204712,3151454,52360,0,3076339,128373,0,1958256
2021-07-31,495708,495708,0,0,495708,0,0,0
2021-08-02,2511003,2409044,49280,0,1985534,525469,0,1017321
2021-08-03,4134075,4033748,98560,0,3979848,154227,0,2842529
2021-08-04,11636634,11636634,0,0,11075868,560766,0,8745258
2021-08-05,9061851,8914539,147312,0,8676627,385224,0,6136476
2021-08-06,4418320,4309856,104456,0,4141156,277164,0,2445929
2021-08-07,223564,223564,0,0,223564,0,0,84119
2021-08-09,3366175,3326199,0,0,2883522,482653,0,1485592
2021-08-10,4787390,4547832,239558,0,4160461,626929,0,2753796
2021-08-11,12167148,12079898,0,0,11974309,192839,0,9217596
2021-08-12,7769938,7493048,236016,0,7178714,591224,0,5572076
2021-08-13,5242863,5095586,49421,0,4698994,543869,0,3075071
2021-08-14,106260,106260,0,0,106260,0,0,0
2021-08-16,3696888,3506310,98560,0,3268754,428134,0,1922969
2021-08-17,2897472,2566178,289274,0,2456396,441076,0,1355025
2021-08-18,15123958,14967241,100542,0,14868461,255497,0,12360738
2021-08-19,8708019,8635936,49280,0,8328974,379045,0,6565792
2021-08-20,5181280,4915989,214198,0,4915989,265291,0,3488533
2021-08-21,85536,85536,0,0,85536,0,0,0
2021-08-23,3878910,3581140,199140,0,3251318,627592,0,1694424
2021-08-24,5492100,5011279,480821,0,4621739,870361,0,3250836
2021-08-25,11600852,11541236,49280,0,11442007,158845,0,9587998
2021-08-26,8265347,8152709,49104,0,8109941,155406,0,6882352
2021-08-27,4661051,4459894,194515,0,4094239,566812,0,2314063
2021-08-28,53130,53130,0,0,53130,0,0,0
2021-08-29,199543,199543,0,0,199543,0,0,158029
2021-08-30,3177706,2966378,144063,0,2871250,306456,0,1709907
2021-08-31,5190475,4842474,348001,0,4492008,698467,0,2758237
2021-09-01,11330286,11282504,47782,0,11062940,267346,0,9186431
2021-09-02,7414225,7059327,246730,0,6919781,494444,0,5505053
2021-09-03,5702514,5506881,195633,0,5364990,337524,0,3887215
2021-09-04,95898,95898,0,0,95898,0,0,0
2021-09-06,44352,44352,0,0,44352,0,0,0
2021-09-07,4241540,3866563,295636,0,3670977,570563,0,2470139
2021-09-08,5257206,5207926,0,0,5127626,129580,0,4022753
2021-09-09,9647414,9508924,98560,0,9314312,333102,0,7662502
2021-09-10,5654480,5654480,0,0,5307930,346550,0,3991347
2021-09-11,55073,55073,0,0,55073,0,0,0
2021-09-13,4582183,4570330,0,0,4177582,404601,0,3161069
2021-09-14,5590861,4875170,715691,0,4487741,1103120,0,2473932
2021-09-15,7478154,7370028,97115,0,7314146,164008,0,5327143
2021-09-16,14674246,14528148,98208,0,14435557,238689,0,11086859
2021-09-17,8364955,8136149,156636,0,7645081,719874,0,6277991
2021-09-18,84658,84658,0,0,84658,0,0,41791
2021-09-20,2063432,1970454,0,0,1636080,427352,0,931765
2021-09-21,3501188,3303111,198077,0,3036047,465141,0,1475181
2021-09-22,8136896,7985474,149028,0,7873710,263186,0,6043954
2021-09-23,6965567,6708985,195270,0,6653103,312464,0,5449493
2021-09-24,2476453,2396437,52360,0,2280684,195769,0,1337109
2021-09-25,50307,50307,0,0,50307,0,0,0
2021-09-27,2560845,2441545,0,0,2298457,262388,0,1741859
2021-09-28,4375211,4152061,193963,0,4104541,270670,0,1698036
2021-09-29,13736022,13736022,0,0,13284464,451558,0,10549985
2021-09-30,9039378,8817616,147488,0,8709816,329562,0,7076528
2021-10-01,4904847,4709097,147338,0,4604635,300212,0,3019518
2021-10-02,96373,96373,0,0,96373,0,0,0
2021-10-04,2988227,2797471,98622,0,2525124,463103,0,1266176
2021-10-05,4501170,4308362,192808,0,4009494,491676,0,2585522
2021-10-06,12250106,12200826,49280,0,11908046,342060,0,9045966
2021-10-07,7642764,7399818,242946,0,7045884,596880,0,6064847
2021-10-08,3555896,3393043,147897,0,3105512,450384,0,1586279
2021-10-09,43243,43243,0,0,43243,0,0,43243
2021-10-11,181751,181751,0,0,181751,0,0,0
2021-10-12,3914077,3668476,197711,0,3519531,394546,0,1851140
2021-10-13,5395459,5298844,46926,0,4979616,415843,0,3647257
2021-10-14,9370192,9076199,291927,0,8713672,656520,0,6324524
2021-10-15,5989921,5877766,98402,0,5823866,166055,0,4826138
2021-10-16,535612,535612,0,0,535612,0,0,294250
2021-10-18,3344197,3247285,96912,0,3015412,328785,0,2337512
2021-10-19,4035309,3863603,149939,0,3577599,457710,0,2132714
2021-10-20,7438959,7388524,50435,0,7116684,322275,0,5462913
2021-10-21,9200082,9006968,193114,0,8902774,297308,0,6138248
2021-10-22,5993354,5930351,52360,0,5553972,439382,0,4188891
2021-10-23,53130,53130,0,0,53130,0,0,0
2021-10-25,3205392,3082186,0,0,2646945,558447,0,1458613
2021-10-26,3252673,3200331,49104,0,2881224,371449,0,1456731
2021-10-27,10310287,10310287,0,0,10198523,111764,0,8079217
2021-10-28,5877506,5747167,96886,0,5747167,130339,0,4848849
2021-10-29,5269186,5081934,96595,0,4741179,528007,0,3174183
2021-10-30,50688,50688,0,0,50688,0,0,0
2021-11-01,3000169,2719192,150359,0,2719192,280977,0,1387975
2021-11-02,3823296,3579710,240889,0,3243818,579478,0,1518235
2021-11-03,10922428,10864654,50294,0,10423186,499242,0,8553232
2021-11-04,6113412,5830455,243540,0,5633465,479947,0,4506380
2021-11-05,3368222,3315862,52360,0,2952107,416115,0,1684339
2021-11-06,417904,417904,0,0,417904,0,0,386184
2021-11-08,2293163,2191847,49533,0,1759215,533948,0,930858
2021-11-09,3189011,3090803,98208,0,2928219,260792,0,2112584
2021-11-10,8092028,7799397,290664,0,7695995,396033,0,5757900
2021-11-11,1498199,1498199,0,0,1498199,0,0,1311604
2021-11-12,7299644,7299644,0,0,7131998,167646,0,5213761
2021-11-15,2622027,2574245,47782,0,2155670,466357,0,1709073
2021-11-16,2639529,2370773,95088,0,2330458,309071,0,1041428
2021-11-17,5041126,4937792,101387,0,4495016,546110,0,3546773
