report_date,published_date,market_location_name,district,commodity,var,pkg,size,appearance_raw,quality_proxy,low_price,high_price,mostly_low_price,mostly_high_price,price_mid,market_tone_comments,demand_tone_comments,commodity_comments,report_title,slug_name
2026-03-05,2026-03-05 17:00:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,48.0,58.0,48.0,54.0,51.0,"Seeded Higher, Seedless Slightly Higher.",FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-05,2026-03-05 17:00:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,44.0,52.0,45.0,48.0,46.5,"Seeded Higher, Seedless Slightly Higher.",FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-05,2026-03-05 17:00:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,54.0,61.0,58.0,60.0,59.0,"Seeded Higher, Seedless Slightly Higher.",FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-05,2026-03-05 17:00:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,48.0,56.0,49.0,52.0,50.5,"Seeded Higher, Seedless Slightly Higher.",FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-05,2026-03-05 17:00:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,44.0,50.0,45.0,48.0,46.5,"Seeded Higher, Seedless Slightly Higher.",FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,54.0,63.0,60.0,62.0,61.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,48.0,57.0,50.0,53.0,51.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,46.0,55.0,48.0,51.0,49.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,57.0,63.0,59.0,62.0,60.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,50.0,57.0,50.0,54.0,52.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,44.0,56.0,47.0,50.0,48.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,56.0,63.0,60.0,62.0,61.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,50.0,58.0,52.0,56.0,54.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,45.0,55.0,47.0,51.0,49.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,56.0,63.0,59.0,62.0,60.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,50.0,58.0,53.0,56.0,54.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,46.0,55.0,48.0,53.0,50.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,56.0,63.0,60.0,62.0,61.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,50.0,59.0,51.0,55.0,53.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,44.0,54.0,46.0,50.0,48.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,54.0,63.0,59.0,62.0,60.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,49.0,57.0,50.0,54.0,52.0,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-06,2026-03-06 16:26:02,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,44.0,54.0,48.0,51.0,49.5,Slightly Higher,"Fine Appearance Good, others Fairly Good.",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,58.0,63.0,58.0,62.0,60.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,52.0,56.0,54.0,56.0,55.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,58.0,63.0,58.0,62.0,60.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,52.0,56.0,54.0,56.0,55.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,58.0,63.0,58.0,62.0,60.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,52.0,56.0,54.0,56.0,55.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,52.0,56.0,52.0,54.0,53.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,56.0,60.0,58.0,60.0,59.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,50.0,54.0,50.0,52.0,51.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,56.0,60.0,56.0,58.0,57.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-09,2026-03-09 16:29:32,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,48.0,52.0,48.0,50.0,49.0,Higher,MODERATE,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,,,,,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,58.0,63.0,58.0,62.0,60.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,52.0,56.0,54.0,56.0,55.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,52.0,56.0,52.0,54.0,53.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,NO_APPEARANCE,#1.5,56.0,60.0,58.0,60.0,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fair Appearance,#2,50.0,54.0,50.0,52.0,51.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,NO_APPEARANCE,#1.5,56.0,60.0,56.0,58.0,57.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-10,2026-03-10 16:19:05,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,250,Fair Appearance,#2,48.0,52.0,48.0,50.0,49.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fine Appearance,#1,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,NO_APPEARANCE,#1.5,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,110,Fair Appearance,#2,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fine Appearance,#1,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,NO_APPEARANCE,#1.5,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,150,Fair Appearance,#2,,,,,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,NO_APPEARANCE,#1.5,58.0,63.0,58.0,62.0,60.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,175,Fair Appearance,#2,52.0,56.0,54.0,56.0,55.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,NO_APPEARANCE,#1.5,58.0,62.0,58.0,60.0,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,200,Fair Appearance,#2,52.0,56.0,52.0,54.0,53.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
2026-03-11,2026-03-11 16:54:33,Mcallen FOB SC,MEXICO CROSSINGS THROUGH TEXAS,Limes,SEEDLESS TYPE,40 lb cartons,230,Fine Appearance,#1,63.0,69.0,64.0,68.0,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,Phoenix Shipping Point Fruit Prices (IX_FV110),IX_FV110
