date,usd_mxn,usd_mxn_lag1,usd_mxn_lag3,usd_mxn_chg_3d,usd_mxn_chg_7d,usd_mxn_ma7,peso_debil_7d
2018-02-20,18.6594,18.536,18.5159,0.14350000000000307,-0.20289999999999964,18.584385714285713,1
2018-02-21,18.6518,18.6594,18.4797,0.17210000000000036,-0.018499999999999517,18.58174285714286,1
2018-02-22,18.6574,18.6518,18.536,0.12139999999999773,0.03049999999999997,18.5861,1
2018-02-23,18.5659,18.6574,18.6594,-0.09350000000000236,-0.036599999999999966,18.58087142857143,0
2018-02-26,18.6456,18.5659,18.6518,-0.006199999999999761,0.12970000000000326,18.599400000000003,1
2018-02-27,18.7902,18.6456,18.6574,0.13279999999999959,0.31049999999999756,18.643757142857144,1
2018-02-28,18.8331,18.7902,18.5659,0.26720000000000255,0.29710000000000036,18.686200000000003,1
2018-03-01,18.861,18.8331,18.6456,0.21539999999999893,0.2015999999999991,18.715,1
2018-03-02,18.8909,18.861,18.7902,0.10069999999999979,0.23909999999999698,18.749157142857143,1
2018-03-05,18.8838,18.8909,18.8331,0.05069999999999908,0.2264000000000017,18.7815,1
2018-03-06,18.7246,18.8838,18.861,-0.13640000000000185,0.15869999999999962,18.80417142857143,0
2018-03-07,18.7922,18.7246,18.8909,-0.09869999999999735,0.1465999999999994,18.825114285714285,0
2018-03-08,18.7148,18.7922,18.8838,-0.16900000000000048,-0.07539999999999836,18.814342857142858,0
2018-03-09,18.5812,18.7148,18.7246,-0.14339999999999975,-0.2519000000000027,18.778357142857143,0
2018-03-12,18.6199,18.5812,18.7922,-0.1722999999999999,-0.24109999999999943,18.743914285714286,0
2018-03-13,18.5604,18.6199,18.7148,-0.15439999999999898,-0.33049999999999713,18.6967,0
2018-03-14,18.5854,18.5604,18.5812,0.00420000000000087,-0.2984000000000009,18.654071428571427,0
2018-03-15,18.7023,18.5854,18.6199,0.0823999999999998,-0.022299999999997766,18.650885714285714,1
2018-03-16,18.7216,18.7023,18.5604,0.16119999999999735,-0.07060000000000244,18.640800000000002,1
2018-03-20,18.7614,18.7216,18.5854,0.17599999999999838,0.046599999999997976,18.647457142857146,1
2018-03-21,18.6001,18.7614,18.7023,-0.10219999999999985,0.018900000000002137,18.650157142857143,0
2018-03-22,18.5078,18.6001,18.7216,-0.2137999999999991,-0.11210000000000164,18.634142857142855,0
2018-03-23,18.5364,18.5078,18.7614,-0.22499999999999787,-0.02400000000000091,18.630714285714284,0
2018-03-26,18.3268,18.5364,18.6001,-0.27330000000000254,-0.2586000000000013,18.593771428571426,0
2018-03-27,18.3445,18.3268,18.5078,-0.16329999999999956,-0.357800000000001,18.54265714285714,0
2018-03-28,18.2709,18.3445,18.5364,-0.2654999999999994,-0.45069999999999766,18.47827142857143,0
2018-04-02,18.2967,18.2709,18.3268,-0.03009999999999735,-0.464699999999997,18.411885714285717,0
2018-04-03,18.2044,18.2967,18.3445,-0.14010000000000034,-0.3957000000000015,18.355357142857144,0
2018-04-04,18.2244,18.2044,18.2709,-0.04650000000000176,-0.2834000000000003,18.31487142857143,0
2018-04-05,18.1081,18.2244,18.2967,-0.188600000000001,-0.4283000000000001,18.253685714285716,0
2018-04-06,18.2888,18.1081,18.2044,0.0843999999999987,-0.038000000000000256,18.248257142857142,1
2018-04-09,18.2753,18.2888,18.2244,0.050900000000002166,-0.0691999999999986,18.23837142857143,1
2018-04-10,18.2882,18.2753,18.1081,0.18009999999999948,0.01729999999999876,18.24084285714286,1
2018-04-11,18.2018,18.2882,18.2888,-0.08699999999999974,-0.09490000000000265,18.227285714285717,0
2018-04-12,18.1353,18.2018,18.2753,-0.14000000000000057,-0.06909999999999883,18.217414285714284,0
2018-04-13,18.087,18.1353,18.2882,-0.20120000000000005,-0.13739999999999952,18.19778571428571,0
2018-04-16,18.0394,18.087,18.2018,-0.1623999999999981,-0.06869999999999976,18.187971428571426,0
2018-04-17,17.9787,18.0394,18.1353,-0.15660000000000096,-0.3100999999999985,18.14367142857143,0
2018-04-18,18.0333,17.9787,18.087,-0.05369999999999919,-0.24200000000000088,18.1091,0
2018-04-19,18.2819,18.0333,18.0394,0.24249999999999972,-0.006299999999999528,18.1082,1
2018-04-20,18.621,18.2819,17.9787,0.6422999999999988,0.4192,18.168085714285713,1
2018-04-23,18.8628,18.621,18.0333,0.8294999999999995,0.7274999999999991,18.272014285714285,1
2018-04-24,18.8139,18.8628,18.2819,0.532,0.7269000000000005,18.375857142857143,1
2018-04-25,19.053,18.8139,18.621,0.43200000000000216,1.0136000000000003,18.520657142857143,1
2018-04-26,18.8644,19.053,18.8628,0.0015999999999998238,0.8856999999999999,18.647185714285715,1
2018-04-27,18.6847,18.8644,18.8139,-0.12920000000000087,0.6513999999999989,18.740242857142857,0
2018-04-30,18.7878,18.6847,19.053,-0.2652000000000001,0.5059000000000005,18.812514285714286,0
2018-05-02,19.0943,18.7878,18.8644,0.22990000000000066,0.47330000000000183,18.88012857142857,1
2018-05-03,19.1223,19.0943,18.6847,0.43759999999999977,0.2594999999999992,18.9172,1
